Business,City,State,Category,Latitude,Longitude,Price,Reviews,Rating
Bodhi Viet Vegan,Austin,TX,Vietnamese,30.4173079,-97.69989624,1,122,5
Hi Wings,Austin,TX,Chicken Wings,30.35507605,-97.73278217,2,147,4.5
Anthem,Austin,TX,American (Traditional),30.26006,-97.73813,2,213,4.5
Pho Dan,Austin,TX,Vietnamese,30.38205574,-97.68751276,1,440,4
Poke Bay,Austin,TX,Hawaiian,30.28284948,-97.74176851,2,122,4.5
Irene's,Austin,TX,Bars,30.269838,-97.751213,2,424,4
Be More Pacific,Austin,TX,Filipino,30.36068,-97.74139,2,296,4
Poke-Poke,Austin,TX,Hawaiian,30.2318,-97.75932,2,334,4
Vince Young Steakhouse,Austin,TX,Steakhouses,30.26485,-97.74115,3,445,4
Big Fat Greek Gyros,Austin,TX,Greek,30.2583972,-97.7385941,1,215,4.5
Julie's Noodles,Austin,TX,Noodles,30.36114062,-97.71579572,1,284,4
Paper Route Bakery,Austin,TX,Bakeries,30.26061507,-97.73361011,1,71,5
Dos Batos,Austin,TX,Tacos,30.35692,-97.73525,1,479,4
Sugar Pine,Austin,TX,Japanese,30.36184,-97.71761,2,133,4.5
JINYA Ramen Bar,Austin,TX,Ramen,30.40025083,-97.72327883,2,676,3.5
Kerbey Lane Cafe - University,Austin,TX,Tex-Mex,30.29122,-97.7415,2,824,3.5
Hyde Park Bar & Grill Central,Austin,TX,American (Traditional),30.30419,-97.72668,2,607,3.5
Toss Pizzeria & Pub,Austin,TX,Pizza,30.2363363,-97.762862,2,303,4
Jack Allen's Kitchen,Austin,TX,American (Traditional),30.3612,-97.73943,2,243,4
Crown and Anchor Pub,Austin,TX,Pubs,30.29246,-97.73571372,1,282,4
D'Lites,Austin,TX,Ice Cream & Frozen Yogurt,30.223735,-97.839451,1,150,4.5
Kismet Cafe,Austin,TX,Halal,30.30005,-97.72136,1,207,4.5
Burrito Factory,Austin,TX,Mexican,30.28338814,-97.74131775,1,123,4.5
Pho Van,Austin,TX,Vietnamese,30.361322,-97.715629,1,336,4
Julio's Café,Austin,TX,Mexican,30.30495,-97.72617,1,366,4
Icenhauer's,Austin,TX,Bars,30.25936,-97.73824,2,339,4
Veggie Heaven,Austin,TX,Vegetarian,30.27432,-97.76448,1,553,3.5
Revelry Kitchen + Bar,Austin,TX,American (Traditional),30.2637173,-97.72772209,2,187,4.5
Austin Chai Wala,Austin,TX,Food Trucks,30.31497,-97.7414299,1,96,4.5
Polkadots Cupcake Factory,Austin,TX,Desserts,30.29558,-97.74416,1,267,4
Takoba,Austin,TX,Mexican,30.26413,-97.72737,2,747,3.5
Kebabalicious,Austin,TX,Turkish,30.264476,-97.728304,2,232,4
Scotty's BBQ,Austin,TX,Barbeque,30.253308,-97.712918,2,226,4.5
Budare's Venezuelan Food,Austin,TX,Venezuelan,30.32118,-97.7395,1,91,4.5
Counter Cafe East,Austin,TX,Breakfast & Brunch,30.2616692,-97.7215424,2,368,4
Pitchfork Pretty,Austin,TX,Cocktail Bars,30.25343,-97.71351,2,214,4.5
Flower Child,Austin,TX,Salad,30.2657509,-97.7488719,2,225,4
Tamale House East,Austin,TX,Mexican,30.26152963,-97.72440045,1,393,4
Galaxy Cafe,Austin,TX,American (Traditional),30.27937,-97.75999,2,376,4
Ichiban,Austin,TX,Sushi Bars,30.34921,-97.73588,2,343,4
Casa Colombia,Austin,TX,Colombian,30.2608,-97.71482,2,323,4
P. Terry's Burger Stand,Austin,TX,Burgers,30.30176,-97.74487,1,442,3.5
Mighty Fine Burgers Fries & Shakes,Austin,TX,Burgers,30.38982681,-97.73318599,1,591,3.5
Iron Cactus - Austin,Austin,TX,Mexican,30.26734,-97.73941,2,1043,3
Opa! Coffee & Wine Bar,Austin,TX,Wine Bars,30.24899,-97.76946,2,444,4
Café No Sé,Austin,TX,Cafes,30.24721006,-97.7504143,2,401,4
Shake Shack,Austin,TX,Burgers,30.25586609,-97.76175847,2,622,3.5
Giovanni's Pizza Stand,Austin,TX,Pizza,30.243649,-97.782849,1,208,4.5
Four Brothers,Austin,TX,Food Trucks,30.2641,-97.76237,1,153,4.5
Veracruz All Natural,Austin,TX,Breakfast & Brunch,30.37552275,-97.72931535,1,239,4
Tso Chinese Delivery,Austin,TX,Chinese,30.29564,-97.717253,2,193,4.5
Wright Bros Brew & Brew,Austin,TX,Bars,30.26427054,-97.73303222,1,250,4
Vinaigrette,Austin,TX,Salad,30.24157893,-97.75198739,2,338,4
MOD Pizza,Austin,TX,Pizza,30.30342397,-97.69892069,1,225,4
Seoulju,Austin,TX,Bars,30.36465435,-97.69436248,2,171,4.5
L'Oca d'Oro,Austin,TX,Italian,30.297251,-97.704674,2,346,4
Me Con Bistro,Austin,TX,Chinese,30.21296,-97.82943,2,323,4
Third Coast Coffee Roasting Company,Austin,TX,Coffee & Tea,30.21736,-97.76784,1,81,5
Cherry Creek Catfish,Austin,TX,Seafood,30.21468921,-97.79938845,2,376,4
Deckhand Oyster Bar - South,Austin,TX,Seafood,30.23507203,-97.7933468,2,422,4
Shu Shu's Asian Cuisine,Austin,TX,Asian Fusion,30.3632364,-97.72855207,1,409,4
Andiamo Ristorante,Austin,TX,Italian,30.382337,-97.723175,3,397,4
Irie Bean Coffee & Wine Bar,Austin,TX,Coffee & Tea,30.24753072,-97.774888,1,185,4.5
Mrs Johnson's Bakery,Austin,TX,Donuts,30.31011,-97.71519,1,417,4
Trudy's,Austin,TX,Tex-Mex,30.3706004,-97.72760928,2,903,3.5
Ranch 616,Austin,TX,American (Traditional),30.27044,-97.7483,2,484,3.5
Edis Chocolates,Austin,TX,Desserts,30.36492,-97.74918,2,95,4.5
Hoboken Pie,Austin,TX,Pizza,30.26822,-97.73678,1,504,3.5
Austin Taco Project,Austin,TX,Tapas/Small Plates,30.26506,-97.73862,2,443,4
Olamaie,Austin,TX,Southern,30.2799,-97.74367,3,375,4
Gravy,Austin,TX,Breakfast & Brunch,30.296589,-97.70729,1,154,4.5
Sushi Junai,Austin,TX,Sushi Bars,30.279045,-97.741726,2,470,3.5
Girl & the Goat,Chicago,IL,American (New),41.884176,-87.64794407,3,8405,4.5
Wildberry Pancakes and Cafe,Chicago,IL,Pancakes,41.884668,-87.62288,2,6933,4.5
Au Cheval,Chicago,IL,Bars,41.88466,-87.647668,2,6753,4.5
The Purple Pig,Chicago,IL,Tapas/Small Plates,41.890694,-87.624782,2,6945,4
Lou Malnati's Pizzeria,Chicago,IL,Pizza,41.890357,-87.633704,2,5870,4
Smoque BBQ,Chicago,IL,Barbeque,41.95021,-87.72795,2,4055,4.5
Alinea,Chicago,IL,American (New),41.91341942,-87.64823847,4,2126,4.5
Cafe Ba-Ba-Reeba!,Chicago,IL,Spanish,41.918984,-87.648687,2,3920,4
Kuma's Corner - Belmont,Chicago,IL,Pubs,41.93964005,-87.70044708,2,4995,4
Bavette's Bar & Boeuf,Chicago,IL,Steakhouses,41.88927962,-87.63482273,3,2264,4.5
Little Goat Diner,Chicago,IL,Diners,41.88464606,-87.6484127,2,4428,4
Quartino Ristorante,Chicago,IL,Italian,41.89344797,-87.6283662,2,4533,4
Portillo's Hot Dogs,Chicago,IL,Hot Dogs,41.89366,-87.63157,1,5299,4
Pequod's Pizzeria,Chicago,IL,Pizza,41.92187,-87.664486,2,5742,4
Crisp,Chicago,IL,Korean,41.93612146,-87.64442103,2,3023,4.5
"Joe's Seafood, Prime Steak & Stone Crab",Chicago,IL,Seafood,41.89186083,-87.62587283,3,2367,4.5
Xoco,Chicago,IL,Mexican,41.890969,-87.630776,2,3568,4
Molly's Cupcakes,Chicago,IL,Desserts,41.9288051,-87.6425736,2,2728,4
Sapori Trattoria,Chicago,IL,Italian,41.93166,-87.64859,2,2126,4.5
Nini's Deli,Chicago,IL,Sandwiches,41.89235,-87.66198,1,845,5
RPM Italian,Chicago,IL,Italian,41.89096085,-87.63004186,3,2979,4
Piece Brewery and Pizzeria,Chicago,IL,Pizza,41.9103257,-87.67608503,2,3470,4
Avec,Chicago,IL,French,41.88429044,-87.64339794,3,2101,4.5
The Gage,Chicago,IL,Gastropubs,41.881369,-87.624698,2,2785,4
The Publican,Chicago,IL,American (New),41.886644,-87.648765,3,3139,4
Three Dots and a Dash,Chicago,IL,Asian Fusion,41.89043913,-87.63060274,2,3068,4
The Violet Hour,Chicago,IL,American (New),41.909095,-87.677829,2,2140,4
Del Seoul,Chicago,IL,Korean,41.929444,-87.643016,1,2032,4.5
Batter & Berries,Chicago,IL,Breakfast & Brunch,41.9315605,-87.6577911,2,2513,4
Lula Cafe,Chicago,IL,American (New),41.92766804,-87.70684523,2,1883,4.5
Longman & Eagle,Chicago,IL,Gastropubs,41.93015668,-87.70722239,2,2357,4
Kai Zan,Chicago,IL,Asian Fusion,41.89550514,-87.69154072,3,973,4.5
Cafecito,Chicago,IL,Coffee & Tea,41.882416,-87.633641,1,1943,4.5
Eataly - Chicago,Chicago,IL,Specialty Food,41.89233543,-87.62626079,2,3600,4
Irazú Costa Rican Restaurant,Chicago,IL,Latin American,41.9151046,-87.68463932,2,2059,4
Green Street Smoked Meats,Chicago,IL,Barbeque,41.883623,-87.648907,2,1551,4.5
Shaw's Crab House,Chicago,IL,Seafood,41.8899414,-87.6273507,3,2118,4
Beatrix River North,Chicago,IL,American (New),41.891477,-87.6308169,2,1845,4
Yuzu Sushi & Robata Grill,Chicago,IL,Japanese,41.8956886,-87.6717159,2,1620,4
Chicago Pizza And Oven Grinder Company,Chicago,IL,Pizza,41.92084,-87.63721,2,2419,4
Ramen Wasabi,Chicago,IL,Ramen,41.9195063,-87.6915015,2,1744,4
The Chicago Diner,Chicago,IL,Comfort Food,41.94402,-87.64904,2,2039,4
Boka,Chicago,IL,American (New),41.9135158,-87.6480859,3,1367,4.5
Sunda,Chicago,IL,Asian Fusion,41.8909469,-87.6317244,3,2745,4
Lou Malnati's Pizzeria,Chicago,IL,Pizza,41.871566,-87.627275,2,2491,4
Sweet Mandy B's,Chicago,IL,Bakeries,41.92186,-87.65884,2,1556,4.5
The Wormhole Coffee,Chicago,IL,Coffee & Tea,41.90828,-87.67471,1,1098,4.5
Volare Ristorante Italiano,Chicago,IL,Italian,41.89159018,-87.62251865,2,2002,4
Over Easy Cafe,Chicago,IL,Breakfast & Brunch,41.9717208,-87.6790834,2,1425,4.5
Siena Tavern,Chicago,IL,Italian,41.8890751,-87.6299699,3,1719,4
Gibsons Bar & Steakhouse,Chicago,IL,Steakhouses,41.901394,-87.627962,3,1883,4
Do-Rite Donuts & Chicken,Chicago,IL,Donuts,41.894028,-87.6213298,1,1100,4.5
Fogo de Chao Brazilian Steakhouse,Chicago,IL,Brazilian,41.89418,-87.63251,3,1594,4
Gilt Bar,Chicago,IL,American (New),41.8894,-87.6353199,3,1653,4
Little Bad Wolf,Chicago,IL,American (Traditional),41.98338239,-87.66905101,2,1426,4.5
Do-Rite Donuts & Coffee,Chicago,IL,Coffee & Tea,41.88463924,-87.63014686,1,1087,4.5
Revolution Brewing,Chicago,IL,Breweries,41.92353,-87.698153,2,2070,4
RPM Steak,Chicago,IL,Steakhouses,41.88941431,-87.63052935,4,1351,4
Mindy's Hot Chocolate,Chicago,IL,American (Traditional),41.91367,-87.67718,2,2361,4
Bandera Restaurant,Chicago,IL,Jazz & Blues,41.89190219,-87.62361846,2,1803,4
Bang Bang Pie & Biscuits,Chicago,IL,Bakeries,41.91909,-87.696983,2,1099,4.5
m.henry,Chicago,IL,Breakfast & Brunch,41.98569489,-87.66888428,2,1688,4
The Dearborn,Chicago,IL,American (New),41.88412,-87.629146,2,1243,4.5
Maple & Ash,Chicago,IL,Steakhouses,41.90211306,-87.62869455,4,1192,4.5
Firecakes Donuts,Chicago,IL,Bakeries,41.89027,-87.63078,1,1496,4
Gyu-Kaku Japanese BBQ,Chicago,IL,Japanese,41.89281,-87.62223,2,1562,4
Frontera Grill,Chicago,IL,Mexican,41.8905699,-87.63079,3,2238,4
3 Arts Club Cafe,Chicago,IL,Cafes,41.9058,-87.63047,2,1021,4.5
Jeni's Splendid Ice Creams,Chicago,IL,Ice Cream & Frozen Yogurt,41.909,-87.67479,2,616,4.5
Hopleaf,Chicago,IL,Gastropubs,41.97581,-87.66874,2,2076,4
Ipsento,Chicago,IL,Coffee & Tea,41.91865158,-87.68710327,1,829,4.5
Velvet Taco,Chicago,IL,American (New),41.9022,-87.62858,2,1404,4
Summer House Santa Monica,Chicago,IL,American (Traditional),41.9174315,-87.6486675,2,2228,4
90 Miles Cuban Café,Chicago,IL,Cuban,41.91768646,-87.69180298,2,1933,4
Greek Islands Restaurant,Chicago,IL,Greek,41.87896,-87.64763,2,1801,4
Yolk - South Loop,Chicago,IL,Breakfast & Brunch,41.8687801,-87.6242249,2,2134,4
GT Fish & Oyster,Chicago,IL,Seafood,41.89175019,-87.633892,3,1450,4
Tango Sur,Chicago,IL,Latin American,41.95078439,-87.66390318,3,2281,4
Penumbra,Chicago,IL,Wine Bars,41.92445,-87.710933,2,475,5
En Hakkore,Chicago,IL,Korean,41.9150939,-87.6777957,2,701,4.5
Carnivale,Chicago,IL,Latin American,41.88707568,-87.64604873,3,2215,4
Small Cheval,Chicago,IL,Burgers,41.91282,-87.6815699,2,1018,4.5
Yolk - Streeterville,Chicago,IL,Breakfast & Brunch,41.8924891,-87.618153,2,2060,4
Wildberry Pancakes and Cafe,Chicago,IL,Pancakes,41.89765718,-87.62205119,2,783,4.5
Blackbird,Chicago,IL,American (New),41.88429183,-87.64355376,3,1539,4
Chicago q,Chicago,IL,Barbeque,41.90361744,-87.63023966,2,1809,4
Tweet,Chicago,IL,American (New),41.973982,-87.655259,2,1496,4
The Bongo Room,Chicago,IL,American (New),41.90841,-87.67492,2,1571,4
TWO Restaurant,Chicago,IL,American (New),41.89133,-87.65613,3,841,4.5
Big Star,Chicago,IL,Mexican,41.9093,-87.67718,2,3185,3.5
Prime & Provisions,Chicago,IL,American (Traditional),41.886635,-87.63282,4,1058,4.5
The Bad Apple,Chicago,IL,Burgers,41.959767,-87.682822,2,1505,4
Bar Siena,Chicago,IL,Italian,41.88466,-87.64885,2,1322,4
The Chicago Diner,Chicago,IL,Vegan,41.92374474,-87.69823101,2,829,4.5
Lawrence Fish Market,Chicago,IL,Sushi Bars,41.968411,-87.726525,1,818,4.5
Tanta,Chicago,IL,Peruvian,41.891861,-87.6320114,3,1113,4
MingHin Cuisine,Chicago,IL,Seafood,41.85325643,-87.63490268,2,2147,4
Lou Malnati's Pizzeria,Chicago,IL,Bars,41.90259525,-87.62867052,2,1464,4
Nhu Lan Saigon Subs,Chicago,IL,Vietnamese,41.9687048,-87.6944151,1,803,4.5
The Aviary,Chicago,IL,Cocktail Bars,41.88653048,-87.65205442,4,1349,4
Hoosier Mama Pie Company,Chicago,IL,Desserts,41.896234,-87.668002,2,809,4.5
Cindy's,Chicago,IL,American (New),41.8816894,-87.62500617,2,1643,4
Handlebar,Chicago,IL,Vegetarian,41.9100899,-87.6853,2,1390,4
Intelligentsia Coffee,Chicago,IL,Coffee & Tea,41.877995,-87.62956583,2,1157,4
Sultan's Market,Chicago,IL,Middle Eastern,41.910362,-87.67973,1,1284,4
Spacca Napoli,Chicago,IL,Pizza,41.963286,-87.673801,2,1457,4
Roka Akor - Chicago,Chicago,IL,Sushi Bars,41.89058778,-87.63129574,3,1147,4
Owen & Engine,Chicago,IL,Gastropubs,41.93047,-87.68823,2,1088,4
Gather,Chicago,IL,Wine Bars,41.9643402,-87.6853638,2,818,4.5
Davanti Enoteca,Chicago,IL,Italian,41.86911,-87.66147,2,1204,4
Coalfire Pizza,Chicago,IL,Pizza,41.89075,-87.65988,2,1054,4
Sawada Coffee,Chicago,IL,Coffee & Tea,41.88366699,-87.64893341,2,584,4.5
RAMEN-SAN,Chicago,IL,Ramen,41.889798,-87.630293,2,2003,4
Stan's Donuts & Coffee,Chicago,IL,Donuts,41.910064,-87.677643,2,1029,4
DMK Burger Bar,Chicago,IL,Burgers,41.936055,-87.65411,2,1945,4
Giordano's,Chicago,IL,Pizza,41.885165,-87.623753,2,2537,3.5
Jeni's Splendid Ice Creams,Chicago,IL,Ice Cream & Frozen Yogurt,41.943679,-87.664267,2,585,4.5
Toro Sushi,Chicago,IL,Sushi Bars,41.92907,-87.64281,2,1085,4
Ēma,Chicago,IL,Mediterranean,41.8909649,-87.6306233,2,897,4.5
Honey Butter Fried Chicken,Chicago,IL,Chicken Shop,41.94263028,-87.70272184,2,1857,4
BIG & little's Restaurant,Chicago,IL,Fish & Chips,41.898386,-87.63726,2,1188,4
En Hakkore 2.0,Chicago,IL,Asian Fusion,41.90869,-87.6743,2,426,4.5
Antique Taco,Chicago,IL,Mexican,41.9063606,-87.6716766,2,1218,4
Taste of Lebanon Restaurant,Chicago,IL,Middle Eastern,41.9760635,-87.6686494,1,676,4.5
Monteverde,Chicago,IL,Italian,41.88191,-87.65302,3,759,4.5
Bryn Mawr Breakfast Club,Chicago,IL,Breakfast & Brunch,41.9831649,-87.71335,2,812,4.5
La Scarola,Chicago,IL,Italian,41.89107312,-87.64688478,2,1138,4
Homeslice,Chicago,IL,Pizza,41.922,-87.65249,2,1021,4
Giordano's,Chicago,IL,Pizza,41.8958755,-87.625643,2,2608,3.5
Flub A Dub Chub's,Chicago,IL,Hot Dogs,41.93717,-87.64401,1,658,4.5
The Capital Grille,Chicago,IL,Wine Bars,41.893789,-87.622358,3,773,4.5
Doc B's Restaurant + Bar,Chicago,IL,American (New),41.891591,-87.626302,2,743,4.5
Lowcountry Lakeview,Chicago,IL,Cajun/Creole,41.942883,-87.6528328,2,565,4.5
Panes Bread Cafe,Chicago,IL,Sandwiches,41.93648569,-87.65420472,1,733,4.5
Maude's Liquor Bar,Chicago,IL,French,41.88466,-87.64908,3,1002,4
Beatrix Streeterville,Chicago,IL,American (New),41.8944242,-87.622564,2,821,4.5
Momotaro,Chicago,IL,Sushi Bars,41.88583624,-87.64851685,3,955,4
Bari,Chicago,IL,Grocery,41.89136,-87.65555,1,728,4.5
J.P. Graziano Grocery,Chicago,IL,Grocery,41.88405,-87.65001,1,493,4.5
Mastro's Steakhouse,Chicago,IL,Steakhouses,41.89142009,-87.6299572,4,1227,4
Pleasant House Pub,Chicago,IL,British,41.85357,-87.64621,2,745,4.5
Scofflaw,Chicago,IL,American (New),41.91732407,-87.70717621,2,738,4.5
Tank Noodle,Chicago,IL,Vietnamese,41.9731101,-87.65954049,2,1739,4
Noon O Kabab,Chicago,IL,Persian/Iranian,41.9669816,-87.7081594,2,995,4
Café Iberico,Chicago,IL,Spanish,41.89596603,-87.63230805,2,2061,3.5
Eddie V's Prime Seafood and Steaks,Chicago,IL,Seafood,41.89154432,-87.6252152,3,659,4.5
Oiistar,Chicago,IL,American (New),41.90708801,-87.67208397,2,924,4
Fatso's Last Stand,Chicago,IL,Hot Dogs,41.89597921,-87.68425809,2,751,4
Doc B's Restaurant + Bar,Chicago,IL,American (New),41.900246,-87.625163,2,743,4.5
Brightwok Kitchen,Chicago,IL,Asian Fusion,41.87945835,-87.62700275,2,581,4.5
Duck Duck Goat,Chicago,IL,Chinese,41.88665576,-87.64971708,3,1271,4
Mother Cluckers Kitchen,Chicago,IL,Southern,41.97526857,-87.75224825,2,719,4.5
Saucy Porka,Chicago,IL,Cafes,41.877049,-87.634798,1,629,4.5
Sun Wah Bar-B-Que,Chicago,IL,Chinese,41.9739359,-87.6592371,2,1554,4
Mario's Italian Lemonade,Chicago,IL,Shaved Ice,41.86971,-87.65376,1,569,4.5
Spinning J Bakery and Soda Fountain,Chicago,IL,Coffee & Tea,41.89945,-87.69716,2,337,4.5
Zizi's Cafe,Chicago,IL,Mediterranean,41.93331493,-87.65372422,2,569,4.5
El Habanero,Chicago,IL,Mexican,41.92496,-87.71099,1,442,4.5
Farmhouse Chicago,Chicago,IL,Bars,41.8968599,-87.6354,2,1291,4
Steak 48,Chicago,IL,Steakhouses,41.893,-87.62637,4,568,4.5
The Bristol,Chicago,IL,American (New),41.92105,-87.67804,2,1128,4
Flo,Chicago,IL,Breakfast & Brunch,41.8963899,-87.66383,2,959,4
il Porcellino,Chicago,IL,Italian,41.88979,-87.6303,2,680,4.5
Hub 51,Chicago,IL,American (New),41.88997848,-87.62969971,2,1744,4
Devon Seafood Grill,Chicago,IL,Seafood,41.8965751,-87.6265949,3,1154,4
Viaggio Ristorante & Lounge,Chicago,IL,Italian,41.88179,-87.6609,2,685,4.5
Oriole,Chicago,IL,American (New),41.8860966,-87.6449481,4,269,5
Dove's Luncheonette,Chicago,IL,Southern,41.909487,-87.677293,2,649,4
Pierogi Heaven,Chicago,IL,Polish,41.88488927,-87.63385321,1,701,4.5
Sable Kitchen & Bar,Chicago,IL,American (New),41.89111,-87.62754,2,1303,4
Star Lounge Coffee Bar,Chicago,IL,Coffee & Tea,41.89544,-87.69017,1,520,4.5
The Gundis,Chicago,IL,Mediterranean,41.9350992,-87.646744,2,366,4.5
BIG & little's Restaurant,Chicago,IL,American (New),41.94004723,-87.65550454,1,904,4
Scooter's Frozen Custard,Chicago,IL,Ice Cream & Frozen Yogurt,41.93980506,-87.67091522,1,588,4.5
Friends Sushi,Chicago,IL,Sushi Bars,41.895366,-87.625781,2,1281,4
The Crepe Shop,Chicago,IL,Creperies,41.93587,-87.64457,1,289,5
Union Sushi + Barbeque Bar,Chicago,IL,Japanese,41.8940757,-87.6354284,2,1128,4
Yolk River North,Chicago,IL,Breakfast & Brunch,41.896204,-87.63399203,2,1201,4
Uncle Mike's Place,Chicago,IL,Breakfast & Brunch,41.89117,-87.66986,2,626,4.5
The Art of Pizza,Chicago,IL,Pizza,41.9371221,-87.6683814,1,1148,4
Hugo's Frog Bar & Fish House,Chicago,IL,Seafood,41.901191,-87.627793,3,962,4
Mercadito,Chicago,IL,Mexican,41.8894499,-87.63162,2,2114,3.5
ZED451,Chicago,IL,Brazilian,41.896111,-87.63102,3,1385,4
Simply It,Chicago,IL,Vietnamese,41.923501,-87.6457,2,955,4
Gino's East - Magnificent Mile,Chicago,IL,Pizza,41.89603,-87.62307,2,2267,3.5
Ditka's Restaurant,Chicago,IL,American (New),41.89859,-87.62558,3,952,4
UB Dogs,Chicago,IL,Hot Dogs,41.88540602,-87.63521677,1,479,4.5
SafeHouse Chicago,Chicago,IL,Bars,41.89347614,-87.62596664,2,1108,4
Sushi Taku,Chicago,IL,Japanese,41.90351,-87.67512,2,559,4.5
Mercat a la Planxa,Chicago,IL,Tapas Bars,41.8732738,-87.6244472,3,1402,4
Manny's Cafeteria and Delicatessen,Chicago,IL,Delis,41.86793603,-87.64208821,2,953,4
Katherine Anne Confections,Chicago,IL,Chocolatiers & Shops,41.91746,-87.696572,2,273,4.5
Little Bucharest Bistro,Chicago,IL,Modern European,41.94799,-87.7105,2,639,4.5
Lotus Cafe & Bánh Mì Sandwiches,Chicago,IL,Vietnamese,41.86457,-87.64583,1,453,4.5
Le Colonial Chicago,Chicago,IL,Vietnamese,41.900523,-87.6260999,3,1203,4
Staropolska Restaurant,Chicago,IL,Polish,41.936365,-87.719246,2,477,4.5
True Food Kitchen,Chicago,IL,American (New),41.89390589,-87.62856245,2,692,4.5
Grand Lux Cafe,Chicago,IL,Desserts,41.89314883,-87.62452933,2,2071,3.5
Isla Pilipina,Chicago,IL,Filipino,41.9682525,-87.69160011,2,749,4
Adagio Teas,Chicago,IL,Coffee & Tea,41.89286197,-87.62789797,2,354,5
Butcher & The Burger,Chicago,IL,Burgers,41.91787,-87.65423,2,996,4
Demera Ethiopian Restaurant,Chicago,IL,Ethiopian,41.96918,-87.65931,2,1021,4
Molly's Cupcakes,Chicago,IL,Cupcakes,41.89105086,-87.61597216,1,484,4.5
Cafecito,Chicago,IL,Coffee & Tea,41.89804,-87.62127,1,512,4.5
Qing Xiang Yuan Dumplings,Chicago,IL,Chinese,41.85505,-87.63219,2,837,4
Taza Cafe,Chicago,IL,Middle Eastern,41.88528255,-87.63556876,1,561,4.5
Artopolis,Chicago,IL,Bakeries,41.877632,-87.647546,2,874,4
Forno Rosso Pizzeria Napoletana,Chicago,IL,Pizza,41.94767,-87.80672,2,555,4.5
Piccolo Sogno,Chicago,IL,Italian,41.89086735,-87.64778231,3,1174,4
Geja's Cafe,Chicago,IL,Fondue,41.91814987,-87.6380682,3,1398,4
Margie's Candies,Chicago,IL,Candy Stores,41.917195,-87.68744043,1,959,4
The Dawson,Chicago,IL,American (Traditional),41.89131749,-87.64719449,2,851,4
Meli Cafe & Juice Bar,Chicago,IL,Juice Bars & Smoothies,41.87761,-87.647,2,963,4
The Pasta Bowl,Chicago,IL,Italian,41.92638,-87.641448,2,891,4
Superdawg Drive-In,Chicago,IL,Hot Dogs,41.99677758,-87.78703877,1,1522,4
Cocina Boricua,Chicago,IL,Puerto Rican,41.9250422,-87.6884893,2,397,4.5
Shedd Aquarium,Chicago,IL,Aquariums,41.867574,-87.61404,1,1755,3.5
Furious Spoon - Wicker Park,Chicago,IL,Ramen,41.9100336,-87.6766114,2,1199,4
25 Degrees,Chicago,IL,Burgers,41.89595,-87.63159,2,894,4
El Nuevo Mexicano,Chicago,IL,Mexican,41.9352732,-87.6470639,2,742,4
Buona Terra,Chicago,IL,Italian,41.92788,-87.69722,2,617,4.5
Monti's,Chicago,IL,Cheesesteaks,41.96826634,-87.69493673,2,613,4.5
The Tamale Guy,Chicago,IL,Street Vendors,41.90414,-87.68649,1,293,4.5
Aloha Eats,Chicago,IL,Hawaiian,41.9287526,-87.6425448,2,921,4
Chicago Cut Steakhouse,Chicago,IL,Steakhouses,41.88797191,-87.63334802,3,1541,4
Wildfire,Chicago,IL,American (Traditional),41.89381729,-87.63331834,3,1052,4
Serai,Chicago,IL,Malaysian,41.9206132,-87.6933394,2,518,4.5
Las Palmas,Chicago,IL,Mexican,41.910266,-87.673935,2,672,4
Cafe con Leche,Chicago,IL,Mexican,41.9305879,-87.710207,2,948,4
Topo Gigio Ristorante,Chicago,IL,Italian,41.9096595,-87.63484159,2,869,4
Luke's Lobster Chicago City Hall,Chicago,IL,Seafood,41.88401336,-87.63299836,2,509,4.5
Carnitas Uruapan,Chicago,IL,Mexican,41.8576128,-87.66970363,1,386,4.5
Sprinkles Cupcakes,Chicago,IL,Bakeries,41.90021,-87.62638,2,1105,4
S.K.Y.,Chicago,IL,American (New),41.8577851,-87.6578749,3,349,4.5
Fat Rice,Chicago,IL,Chinese,41.9319451,-87.7017382,2,1016,4
Native Foods,Chicago,IL,American (New),41.87887,-87.63117,2,794,4
Jake Melnick's Corner Tap,Chicago,IL,Sports Bars,41.8955265,-87.626528,2,1203,4
The Roost Carolina Kitchen,Chicago,IL,Southern,41.954224,-87.666774,2,709,4
Aba,Chicago,IL,Mediterranean,41.8869441,-87.6487949,3,554,4.5
Lickity Split Frozen Custard,Chicago,IL,Ice Cream & Frozen Yogurt,41.9925749,-87.66057649,1,498,4.5
Chi Cafe,Chicago,IL,Chinese,41.85351,-87.63448,1,1105,4
Bite Café,Chicago,IL,Breakfast & Brunch,41.90047,-87.68663,2,883,4
Imperial Lamian,Chicago,IL,Dim Sum,41.89018085,-87.62816827,2,1189,4
BomboBar West Loop,Chicago,IL,Donuts,41.88466,-87.64885,2,960,4
Two Hearted Queen,Chicago,IL,Coffee & Tea,41.9433099,-87.65928,1,263,5
MingHin Cuisine,Chicago,IL,Dim Sum,41.88511333,-87.61913406,2,778,4
Big Jones,Chicago,IL,Southern,41.97944,-87.66793,2,1477,4
Coast Sushi Bar,Chicago,IL,Sushi Bars,41.9189215,-87.6774771,2,1131,4
Taco Joint,Chicago,IL,Mexican,41.91791,-87.648371,2,896,4
Birrieria Zaragoza,Chicago,IL,Mexican,41.80447,-87.72385,2,457,4.5
Forastero,Chicago,IL,Korean,41.9108,-87.64045,1,338,4.5
