id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
rpJhltERJlUuFcV3iQur7w,flame-kabob-house-franklin-township,Flame Kabob House,https://s3-media3.fl.yelpcdn.com/bphoto/7j8cwbLXoKVuW7Wk72b-dQ/o.jpg,False,https://www.yelp.com/biz/flame-kabob-house-franklin-township?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,14,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'afghani', 'title': 'Afghan'}]",4.5,"{'latitude': 40.51532, 'longitude': -74.48855}","['pickup', 'delivery']",,"{'address1': '986 Easton Ave', 'address2': '', 'address3': None, 'city': 'Franklin Township', 'zip_code': '08873', 'country': 'US', 'state': 'NJ', 'display_address': ['986 Easton Ave', 'Franklin Township, NJ 08873']}",+17322535474,(732) 253-5474,4818.489499186737
aa7_66GSgEcOuqwDh7TxuQ,lago-north-brunswick,Lago,https://s3-media1.fl.yelpcdn.com/bphoto/jKogw-ViteDbAyHYoW9NYg/o.jpg,False,https://www.yelp.com/biz/lago-north-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,145,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'bars', 'title': 'Bars'}]",3.0,"{'latitude': 40.440151, 'longitude': -74.46802}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '230 Washington Pl', 'address2': None, 'address3': '', 'city': 'North Brunswick', 'zip_code': '08902', 'country': 'US', 'state': 'NJ', 'display_address': ['230 Washington Pl', 'North Brunswick, NJ 08902']}",+17322973803,(732) 297-3803,5845.7593679271695
xrlx51hv6pj7HFTv7TcbRA,pierce-street-bagel-cafe-deli-and-grill-franklin-township,Pierce Street Bagel Cafe Deli & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/L87rdUEv7z80Om2mTKh33w/o.jpg,False,https://www.yelp.com/biz/pierce-street-bagel-cafe-deli-and-grill-franklin-township?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,32,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.5290087, 'longitude': -74.5211468}",[],$,"{'address1': '149 Pierce St', 'address2': '', 'address3': None, 'city': 'Franklin Township', 'zip_code': '08873', 'country': 'US', 'state': 'NJ', 'display_address': ['149 Pierce St', 'Franklin Township, NJ 08873']}",+17324127640,(732) 412-7640,8156.259105613395
b-_WfOnL1ZBVRBogGgD44Q,hungarian-festival-new-brunswick,Hungarian Festival,https://s3-media2.fl.yelpcdn.com/bphoto/bRFUNkhupvH7lhvqkjbWmg/o.jpg,False,https://www.yelp.com/biz/hungarian-festival-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,3,"[{'alias': 'localflavor', 'title': 'Local Flavor'}]",4.5,"{'latitude': 40.48702, 'longitude': -74.46783}",[],,"{'address1': 'Somerset Street Mall Area', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['Somerset Street Mall Area', 'New Brunswick, NJ 08901']}",,,2263.744104032604
ukP8a0Mru77NIIi3-yZcLw,marcos-deli-metuchen-2,Marco's Deli,https://s3-media2.fl.yelpcdn.com/bphoto/IfJhP9tBG9-wEW0hGcO_UA/o.jpg,False,https://www.yelp.com/biz/marcos-deli-metuchen-2?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,35,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.5347969, 'longitude': -74.3598701}","['pickup', 'delivery']",$,"{'address1': '214 Main St', 'address2': '', 'address3': '', 'city': 'Metuchen', 'zip_code': '08840', 'country': 'US', 'state': 'NJ', 'display_address': ['214 Main St', 'Metuchen, NJ 08840']}",+17325486300,(732) 548-6300,8575.045394364364
8OR5DiyljMCapgT63FMaNA,dunkin-new-brunswick,Dunkin',https://s3-media1.fl.yelpcdn.com/bphoto/dqSB0MzqrzMdAP61zJngHA/o.jpg,False,https://www.yelp.com/biz/dunkin-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,11,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 40.496645, 'longitude': -74.446048}",[],$,"{'address1': '1 Railroad Plz', 'address2': 'Ste 2', 'address3': None, 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['1 Railroad Plz', 'Ste 2', 'New Brunswick, NJ 08901']}",+17322201270,(732) 220-1270,1006.3543735691359
4VrFwzsOjvNUNZQePPDbgA,shivaji-indian-express-cuisine-edison,Shivaji Indian Express Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/4Oumb3MkE-74Rk4dtVbULw/o.jpg,False,https://www.yelp.com/biz/shivaji-indian-express-cuisine-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,76,"[{'alias': 'indpak', 'title': 'Indian'}]",3.0,"{'latitude': 40.5068952805328, 'longitude': -74.3985836549097}","['pickup', 'delivery']",$$,"{'address1': '561 US Hwy 1S', 'address2': 'Unit A-7', 'address3': '', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['561 US Hwy 1S', 'Unit A-7', 'Edison, NJ 08817']}",+17325430171,(732) 543-0171,4127.555324939727
8auLrLIopLVnqlBhS5yO0g,los-contreras-edison,Los Contreras,https://s3-media2.fl.yelpcdn.com/bphoto/anuVOUTZyHYn8dGlhjNqiQ/o.jpg,False,https://www.yelp.com/biz/los-contreras-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,14,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 40.498382, 'longitude': -74.409279}",[],,"{'address1': '226 US Hwy 1', 'address2': '', 'address3': None, 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['226 US Hwy 1', 'Edison, NJ 08817']}",+18482021600,(848) 202-1600,2936.9040725293444
JM7jt1kRGDIXUqq9dU2eYQ,asanka-delight-somerset-2,Asanka Delight,https://s3-media2.fl.yelpcdn.com/bphoto/svqIHRnz8AdAxmYuF_fuXQ/o.jpg,False,https://www.yelp.com/biz/asanka-delight-somerset-2?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,29,"[{'alias': 'african', 'title': 'African'}]",4.5,"{'latitude': 40.458129, 'longitude': -74.511697}",['pickup'],$$,"{'address1': '2021 Rt 27', 'address2': None, 'address3': 'Desi Food Galaxy', 'city': 'Somerset', 'zip_code': '08873', 'country': 'US', 'state': 'NJ', 'display_address': ['2021 Rt 27', 'Desi Food Galaxy', 'Somerset, NJ 08873']}",+17322492700,(732) 249-2700,6869.03640772183
TGIQBP9rcPgt1yx9GUhORQ,buccleuch-park-new-brunswick,Buccleuch Park,https://s3-media4.fl.yelpcdn.com/bphoto/OUY-_RlfarA8Zv-SaHaEmw/o.jpg,False,https://www.yelp.com/biz/buccleuch-park-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,4,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,"{'latitude': 40.5041201283493, 'longitude': -74.460752789355}",[],,"{'address1': '321 Easton Ave', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['321 Easton Ave', 'New Brunswick, NJ 08901']}",,,2415.052484066922
Dw1DMxGsT3k6HQ3EhlbtVw,bagel-market-and-deli-kendall-park,Bagel Market & Deli,https://s3-media2.fl.yelpcdn.com/bphoto/TLp4ChQxzXBiL8PLEQaDtg/o.jpg,False,https://www.yelp.com/biz/bagel-market-and-deli-kendall-park?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,56,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'bagels', 'title': 'Bagels'}]",4.0,"{'latitude': 40.4357919, 'longitude': -74.5413645}","['pickup', 'delivery']",$,"{'address1': '3130 New Jersey 27', 'address2': '', 'address3': None, 'city': 'Kendall Park', 'zip_code': '08824', 'country': 'US', 'state': 'NJ', 'display_address': ['3130 New Jersey 27', 'Kendall Park, NJ 08824']}",+17328210010,(732) 821-0010,10283.792343522195
88R9FEJeA6zLjtY2ZAiAlQ,anjappar-chettinad-south-indian-cuisine-north-brunswick,Anjappar Chettinad South Indian Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/DmQ1yN3XeK0Lf6GP1bR5Dg/o.jpg,False,https://www.yelp.com/biz/anjappar-chettinad-south-indian-cuisine-north-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,120,"[{'alias': 'indpak', 'title': 'Indian'}]",3.5,"{'latitude': 40.434750304139, 'longitude': -74.4857339712979}",['pickup'],$$,"{'address1': '2186 US 130 N', 'address2': '', 'address3': '', 'city': 'North Brunswick', 'zip_code': '08902', 'country': 'US', 'state': 'NJ', 'display_address': ['2186 US 130 N', 'North Brunswick, NJ 08902']}",+17322973663,(732) 297-3663,7072.846746980804
llZGOEwhIOQOWJXUiCFRbg,desi-food-galaxy-somerset,Desi Food Galaxy,https://s3-media2.fl.yelpcdn.com/bphoto/9vp8MsMs2jK-ahgP3p69OA/o.jpg,False,https://www.yelp.com/biz/desi-food-galaxy-somerset?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,57,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'pakistani', 'title': 'Pakistani'}]",4.0,"{'latitude': 40.4581062732883, 'longitude': -74.5116658206384}",['pickup'],$,"{'address1': '2021 State Route 27', 'address2': '', 'address3': '', 'city': 'Somerset', 'zip_code': '08873', 'country': 'US', 'state': 'NJ', 'display_address': ['2021 State Route 27', 'Somerset, NJ 08873']}",+17323229421,(732) 322-9421,6867.981706582089
K6BzOqkh-dhF55D-ILY_6g,metuchen-diner-metuchen,Metuchen Diner,https://s3-media1.fl.yelpcdn.com/bphoto/EmA7p0t7JbpFtAKVldMGxA/o.jpg,False,https://www.yelp.com/biz/metuchen-diner-metuchen?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,88,"[{'alias': 'diners', 'title': 'Diners'}]",3.5,"{'latitude': 40.541298, 'longitude': -74.365222}",[],$$,"{'address1': '338 Lake Ave', 'address2': '', 'address3': '', 'city': 'Metuchen', 'zip_code': '08818', 'country': 'US', 'state': 'NJ', 'display_address': ['338 Lake Ave', 'Metuchen, NJ 08818']}",+18482600526,(848) 260-0526,8689.090306189968
jrancCVFAe3VGLnUM0cQaw,park-place-highland-park-2,Park Place,https://s3-media1.fl.yelpcdn.com/bphoto/M_mEGIJuLEF6j-WsuSkWEQ/o.jpg,False,https://www.yelp.com/biz/park-place-highland-park-2?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,18,"[{'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,"{'latitude': 40.498001, 'longitude': -74.431449}",[],$$,"{'address1': '120 Raritan Ave', 'address2': '', 'address3': '', 'city': 'Highland Park', 'zip_code': '08904', 'country': 'US', 'state': 'NJ', 'display_address': ['120 Raritan Ave', 'Highland Park, NJ 08904']}",+17325651234,(732) 565-1234,1342.767779088238
0uR9_nrf-em9QNbcV-VW7g,la-bonbonniere-bake-shoppe-somerset,La Bonbonniere Bake Shoppe,https://s3-media1.fl.yelpcdn.com/bphoto/QU-akMSNRMyJ_ZvAG8_DbQ/o.jpg,False,https://www.yelp.com/biz/la-bonbonniere-bake-shoppe-somerset?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,34,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'catering', 'title': 'Caterers'}, {'alias': 'customcakes', 'title': 'Custom Cakes'}]",4.0,"{'latitude': 40.529433, 'longitude': -74.54172}",[],$$,"{'address1': '456 Elizabeth Ave', 'address2': '', 'address3': '', 'city': 'Somerset', 'zip_code': '08873', 'country': 'US', 'state': 'NJ', 'display_address': ['456 Elizabeth Ave', 'Somerset, NJ 08873']}",+17325641313,(732) 564-1313,9672.181922365538
Tts0EBN_cvSzMT1MwWpKXw,kennedy-fried-chicken-franklin-township,Kennedy Fried Chicken,https://s3-media4.fl.yelpcdn.com/bphoto/L3YeC5nhDipCFoddEVh1BQ/o.jpg,False,https://www.yelp.com/biz/kennedy-fried-chicken-franklin-township?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,8,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"{'latitude': 40.4928207, 'longitude': -74.4696274}",['pickup'],$,"{'address1': '629 Hamilton St', 'address2': '', 'address3': '', 'city': 'Franklin Township', 'zip_code': '08873', 'country': 'US', 'state': 'NJ', 'display_address': ['629 Hamilton St', 'Franklin Township, NJ 08873']}",+17322467995,(732) 246-7995,2512.059225624463
iSG_AVYUthutwWf1_aYtGw,sandys-luncheonette-east-brunswick,Sandy's Luncheonette,https://s3-media3.fl.yelpcdn.com/bphoto/rqQhkKCgL7tEBiTZ8HB_Pw/o.jpg,False,https://www.yelp.com/biz/sandys-luncheonette-east-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,81,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 40.4175677, 'longitude': -74.4113569}","['pickup', 'delivery']",$,"{'address1': '322 Rues Ln', 'address2': '', 'address3': '', 'city': 'East Brunswick', 'zip_code': '08816', 'country': 'US', 'state': 'NJ', 'display_address': ['322 Rues Ln', 'East Brunswick, NJ 08816']}",+17322541313,(732) 254-1313,8211.215117570175
9DydfOmX5cSgTncazpngag,panera-bread-new-brunswick,Panera Bread,https://s3-media1.fl.yelpcdn.com/bphoto/hd0k1PJ6vi2XdgOHOEk3Sw/o.jpg,False,https://www.yelp.com/biz/panera-bread-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,15,"[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]",2.5,"{'latitude': 40.5026877, 'longitude': -74.4516245}",[],$$,"{'address1': '126 College Ave', 'address2': '', 'address3': None, 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['126 College Ave', 'New Brunswick, NJ 08901']}",+17325093792,(732) 509-3792,1820.6995578434044
Xibbu_OGLblHdEtIOIvjvA,starbucks-new-brunswick-4,Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/A111IUqIcsb24G3ODp6EBw/o.jpg,False,https://www.yelp.com/biz/starbucks-new-brunswick-4?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 40.49533206, 'longitude': -74.4496054}",[],$,"{'address1': 'One Robert Wood Johnson Place', 'address2': '', 'address3': 'Robert Wood Johnson Hospital', 'city': 'New Brunswick', 'zip_code': '08903', 'country': 'US', 'state': 'NJ', 'display_address': ['One Robert Wood Johnson Place', 'Robert Wood Johnson Hospital', 'New Brunswick, NJ 08903']}",,,1057.3746649766115
B8D6nbvPMPK94FGKFhqWaw,royal-orchid-thai-cuisine-north-brunswick-township,Royal Orchid Thai Cuisine,https://s3-media4.fl.yelpcdn.com/bphoto/nmyhSoVvtXIhCA1R8RUrpw/o.jpg,False,https://www.yelp.com/biz/royal-orchid-thai-cuisine-north-brunswick-township?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,47,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 40.4473055761189, 'longitude': -74.4980565879723}",['delivery'],,"{'address1': '2205 US-1', 'address2': '', 'address3': None, 'city': 'North Brunswick Township', 'zip_code': '08902', 'country': 'US', 'state': 'NJ', 'display_address': ['2205 US-1', 'North Brunswick Township, NJ 08902']}",+17323989090,(732) 398-9090,6654.197989887869
yaxsxQTTbRU8Cy3jwa29SQ,marias-pizza-and-subs-milltown,Maria's Pizza & Subs,https://s3-media4.fl.yelpcdn.com/bphoto/o___oOhvNUBLOP5Ev3ptWQ/o.jpg,False,https://www.yelp.com/biz/marias-pizza-and-subs-milltown?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,28,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 40.4539480136261, 'longitude': -74.4410576038349}",[],$,"{'address1': '119 N Main St', 'address2': '', 'address3': '', 'city': 'Milltown', 'zip_code': '08850', 'country': 'US', 'state': 'NJ', 'display_address': ['119 N Main St', 'Milltown, NJ 08850']}",+17322140033,(732) 214-0033,3841.548542059976
EJttT5TE_Hse7YgssOny-A,moes-southwest-grill-north-brunswick,Moe's Southwest Grill,https://s3-media3.fl.yelpcdn.com/bphoto/v8wN-_kk0ZkswJBj7oCyKA/o.jpg,False,https://www.yelp.com/biz/moes-southwest-grill-north-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,75,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",3.5,"{'latitude': 40.4415748555093, 'longitude': -74.5062894350125}","['delivery', 'pickup']",$,"{'address1': '2431 Rt 1 S', 'address2': None, 'address3': '', 'city': 'North Brunswick', 'zip_code': '08902', 'country': 'US', 'state': 'NJ', 'display_address': ['2431 Rt 1 S', 'North Brunswick, NJ 08902']}",+17322976637,(732) 297-6637,7598.222397814661
Cji0KyIAmWvXXcHJc64whw,oasis-hookah-lounge-north-brunswick,Oasis Hookah Lounge,https://s3-media3.fl.yelpcdn.com/bphoto/pbmhrTVFgi4VWYBoNy_fGg/o.jpg,False,https://www.yelp.com/biz/oasis-hookah-lounge-north-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,18,"[{'alias': 'hookah_bars', 'title': 'Hookah Bars'}]",3.5,"{'latitude': 40.4719658195972, 'longitude': -74.4498295336962}",[],$,"{'address1': '510 Pine St', 'address2': None, 'address3': '', 'city': 'North Brunswick', 'zip_code': '08902', 'country': 'US', 'state': 'NJ', 'display_address': ['510 Pine St', 'North Brunswick, NJ 08902']}",+17323544918,(732) 354-4918,1981.6763789252136
oq18JF82kpdtfbEq4tmykA,qdoba-mexican-eats-edison,QDOBA Mexican Eats,https://s3-media1.fl.yelpcdn.com/bphoto/m0vbIdXixSgOOLmmWolq6g/o.jpg,False,https://www.yelp.com/biz/qdoba-mexican-eats-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,40,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,"{'latitude': 40.5072937, 'longitude': -74.394174}",[],$,"{'address1': '561 Route 1 S', 'address2': 'Ste E7', 'address3': '', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['561 Route 1 S', 'Ste E7', 'Edison, NJ 08817']}",+17329850690,(732) 985-0690,4475.6026564870535
iWz0-lDgH7KjczoimckA9Q,the-coffee-bar-milltown,The Coffee Bar,https://s3-media4.fl.yelpcdn.com/bphoto/H0asj7TlN94NfE6UrQyDcg/o.jpg,False,https://www.yelp.com/biz/the-coffee-bar-milltown?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,27,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 40.442803, 'longitude': -74.424101}",[],$$,"{'address1': '350 Ryders Ln', 'address2': None, 'address3': '', 'city': 'Milltown', 'zip_code': '08850', 'country': 'US', 'state': 'NJ', 'display_address': ['350 Ryders Ln', 'Milltown, NJ 08850']}",+17323544300,(732) 354-4300,5273.781412432621
wx0U5ZpFh92JdTuDuC-duw,rebounderz-edison-edison,Rebounderz - Edison,https://s3-media3.fl.yelpcdn.com/bphoto/g9EnB8aeUUktLYA2OsTLrg/o.jpg,False,https://www.yelp.com/biz/rebounderz-edison-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,108,"[{'alias': 'amusementparks', 'title': 'Amusement Parks'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'trampoline', 'title': 'Trampoline Parks'}]",3.5,"{'latitude': 40.5284401, 'longitude': -74.3993235}",[],,"{'address1': '76 Carter Dr', 'address2': '', 'address3': '', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['76 Carter Dr', 'Edison, NJ 08817']}",+17329026987,(732) 902-6987,6176.5898876358315
LeEWkHh7fsEuoee0xpJrng,caribean-cafe-new-brunswick,Caribean Cafe,,False,https://www.yelp.com/biz/caribean-cafe-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,2,"[{'alias': 'cafes', 'title': 'Cafes'}]",5.0,"{'latitude': 40.49178, 'longitude': -74.44277}",[],,"{'address1': '285 George St', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['285 George St', 'New Brunswick, NJ 08901']}",+17328462620,(732) 846-2620,433.6481532077932
bN-MvJnxV6UagMjrraPQGg,camillos-restaurant-pizza-sayreville,Camillo's Restaurant Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/9jgY9UuiYW5L27ooqdAGsA/o.jpg,False,https://www.yelp.com/biz/camillos-restaurant-pizza-sayreville?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,80,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 40.45709, 'longitude': -74.368162}",['delivery'],$$,"{'address1': '31 MacArthur Ave', 'address2': '', 'address3': '', 'city': 'Sayreville', 'zip_code': '08872', 'country': 'US', 'state': 'NJ', 'display_address': ['31 MacArthur Ave', 'Sayreville, NJ 08872']}",+17323904444,(732) 390-4444,7075.2825848441935
gIR1d5gDjx0Y34lgAgLXmw,recanto-do-xiru-south-river,Recanto do Xiru,https://s3-media2.fl.yelpcdn.com/bphoto/nlIWcKL_JFvNMnKllBV-BA/o.jpg,False,https://www.yelp.com/biz/recanto-do-xiru-south-river?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,24,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': 40.4515842119279, 'longitude': -74.3793147407096}",[],$,"{'address1': '56 Ferry St', 'address2': '', 'address3': None, 'city': 'South River', 'zip_code': '08882', 'country': 'US', 'state': 'NJ', 'display_address': ['56 Ferry St', 'South River, NJ 08882']}",+17322102275,(732) 210-2275,6633.751124967678
gYYwTpiG3VXBz-ptUfVU_Q,j-y-c-d-deli-and-grocery-new-brunswick,J.Y.C.D. Deli & Grocery,,False,https://www.yelp.com/biz/j-y-c-d-deli-and-grocery-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,2,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]",5.0,"{'latitude': 40.48276, 'longitude': -74.44422}",[],$,"{'address1': '214 Commercial Ave', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['214 Commercial Ave', 'New Brunswick, NJ 08901']}",+17322463428,(732) 246-3428,688.6886702199121
